:START_ID,predicate,:END_ID,:TYPE,evidence_sentence,source_chunk_id,description
chunk:a57b2ecc7ceafeae0e2a,NEXT,chunk:0249a001776897a76018,NEXT,,chunk:a57b2ecc7ceafeae0e2a,
chunk:a57b2ecc7ceafeae0e2a,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:a57b2ecc7ceafeae0e2a,
chunk:0249a001776897a76018,NEXT,chunk:ece5cc3f871de4ab3d0a,NEXT,,chunk:0249a001776897a76018,
chunk:0249a001776897a76018,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:0249a001776897a76018,
chunk:ece5cc3f871de4ab3d0a,NEXT,chunk:97c200ff5191e760e1ac,NEXT,,chunk:ece5cc3f871de4ab3d0a,
chunk:ece5cc3f871de4ab3d0a,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:ece5cc3f871de4ab3d0a,
chunk:97c200ff5191e760e1ac,NEXT,chunk:04e8659b3ead44585448,NEXT,,chunk:97c200ff5191e760e1ac,
chunk:97c200ff5191e760e1ac,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:97c200ff5191e760e1ac,
chunk:04e8659b3ead44585448,NEXT,chunk:8a1d4ba6e868a66c88f9,NEXT,,chunk:04e8659b3ead44585448,
chunk:04e8659b3ead44585448,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:04e8659b3ead44585448,
chunk:8a1d4ba6e868a66c88f9,NEXT,chunk:93e6e87ff209005255ea,NEXT,,chunk:8a1d4ba6e868a66c88f9,
chunk:8a1d4ba6e868a66c88f9,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:8a1d4ba6e868a66c88f9,
chunk:93e6e87ff209005255ea,NEXT,chunk:9cceac07e1667ae001e7,NEXT,,chunk:93e6e87ff209005255ea,
chunk:93e6e87ff209005255ea,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:93e6e87ff209005255ea,
chunk:9cceac07e1667ae001e7,NEXT,chunk:6c18133e7f125753d215,NEXT,,chunk:9cceac07e1667ae001e7,
chunk:9cceac07e1667ae001e7,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:9cceac07e1667ae001e7,
chunk:6c18133e7f125753d215,NEXT,chunk:a01adb9386c181bf7663,NEXT,,chunk:6c18133e7f125753d215,
chunk:6c18133e7f125753d215,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:6c18133e7f125753d215,
chunk:a01adb9386c181bf7663,NEXT,chunk:d1f76f0d2ea1f0b8546a,NEXT,,chunk:a01adb9386c181bf7663,
chunk:a01adb9386c181bf7663,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:a01adb9386c181bf7663,
chunk:d1f76f0d2ea1f0b8546a,NEXT,chunk:32e1bc5e17c775d987ea,NEXT,,chunk:d1f76f0d2ea1f0b8546a,
chunk:d1f76f0d2ea1f0b8546a,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:d1f76f0d2ea1f0b8546a,
chunk:32e1bc5e17c775d987ea,NEXT,chunk:de2ba915298c28da34a6,NEXT,,chunk:32e1bc5e17c775d987ea,
chunk:32e1bc5e17c775d987ea,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:32e1bc5e17c775d987ea,
chunk:de2ba915298c28da34a6,NEXT,chunk:cce15fba3ad1cab4cdb9,NEXT,,chunk:de2ba915298c28da34a6,
chunk:de2ba915298c28da34a6,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:de2ba915298c28da34a6,
chunk:cce15fba3ad1cab4cdb9,NEXT,chunk:937b49c53e0a0a5ac40e,NEXT,,chunk:cce15fba3ad1cab4cdb9,
chunk:cce15fba3ad1cab4cdb9,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:cce15fba3ad1cab4cdb9,
chunk:937b49c53e0a0a5ac40e,NEXT,chunk:6564d573a7f39fb4295c,NEXT,,chunk:937b49c53e0a0a5ac40e,
chunk:937b49c53e0a0a5ac40e,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:937b49c53e0a0a5ac40e,
chunk:6564d573a7f39fb4295c,NEXT,chunk:07eb6c642d7e0f145b4e,NEXT,,chunk:6564d573a7f39fb4295c,
chunk:6564d573a7f39fb4295c,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:6564d573a7f39fb4295c,
chunk:07eb6c642d7e0f145b4e,NEXT,chunk:63bce39e07d89b541ba4,NEXT,,chunk:07eb6c642d7e0f145b4e,
chunk:07eb6c642d7e0f145b4e,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:07eb6c642d7e0f145b4e,
chunk:63bce39e07d89b541ba4,NEXT,chunk:c7ae6ba4c7548d61350c,NEXT,,chunk:63bce39e07d89b541ba4,
chunk:63bce39e07d89b541ba4,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:63bce39e07d89b541ba4,
chunk:c7ae6ba4c7548d61350c,NEXT,chunk:534ebd5a5ea9abf7a756,NEXT,,chunk:c7ae6ba4c7548d61350c,
chunk:c7ae6ba4c7548d61350c,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:c7ae6ba4c7548d61350c,
chunk:534ebd5a5ea9abf7a756,NEXT,chunk:b63961ade875ae35d432,NEXT,,chunk:534ebd5a5ea9abf7a756,
chunk:534ebd5a5ea9abf7a756,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:534ebd5a5ea9abf7a756,
chunk:b63961ade875ae35d432,NEXT,chunk:59fa8c1dffce8fe1896d,NEXT,,chunk:b63961ade875ae35d432,
chunk:b63961ade875ae35d432,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:b63961ade875ae35d432,
chunk:59fa8c1dffce8fe1896d,NEXT,chunk:f6ecc0605d7c28cf81bb,NEXT,,chunk:59fa8c1dffce8fe1896d,
chunk:59fa8c1dffce8fe1896d,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:59fa8c1dffce8fe1896d,
chunk:f6ecc0605d7c28cf81bb,NEXT,chunk:e4d0e83be1e0b5e44d06,NEXT,,chunk:f6ecc0605d7c28cf81bb,
chunk:f6ecc0605d7c28cf81bb,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:f6ecc0605d7c28cf81bb,
chunk:e4d0e83be1e0b5e44d06,NEXT,chunk:43cafb0d2776dda90512,NEXT,,chunk:e4d0e83be1e0b5e44d06,
chunk:e4d0e83be1e0b5e44d06,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:e4d0e83be1e0b5e44d06,
chunk:43cafb0d2776dda90512,NEXT,chunk:0a7d61fe1b7defd7c806,NEXT,,chunk:43cafb0d2776dda90512,
chunk:43cafb0d2776dda90512,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:43cafb0d2776dda90512,
chunk:0a7d61fe1b7defd7c806,NEXT,chunk:96dfc75358c33e6f7894,NEXT,,chunk:0a7d61fe1b7defd7c806,
chunk:0a7d61fe1b7defd7c806,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:0a7d61fe1b7defd7c806,
chunk:96dfc75358c33e6f7894,NEXT,chunk:6e9a66ab643649020d19,NEXT,,chunk:96dfc75358c33e6f7894,
chunk:96dfc75358c33e6f7894,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:96dfc75358c33e6f7894,
chunk:6e9a66ab643649020d19,NEXT,chunk:37f9e0eb15e4838bbd7a,NEXT,,chunk:6e9a66ab643649020d19,
chunk:6e9a66ab643649020d19,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:6e9a66ab643649020d19,
chunk:37f9e0eb15e4838bbd7a,NEXT,chunk:8f3ed5ff879c2698f700,NEXT,,chunk:37f9e0eb15e4838bbd7a,
chunk:37f9e0eb15e4838bbd7a,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:37f9e0eb15e4838bbd7a,
chunk:8f3ed5ff879c2698f700,NEXT,chunk:4333d5f0090c26a0e628,NEXT,,chunk:8f3ed5ff879c2698f700,
chunk:8f3ed5ff879c2698f700,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:8f3ed5ff879c2698f700,
chunk:4333d5f0090c26a0e628,NEXT,chunk:3e8b39baeb34a5ae6f22,NEXT,,chunk:4333d5f0090c26a0e628,
chunk:4333d5f0090c26a0e628,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:4333d5f0090c26a0e628,
chunk:3e8b39baeb34a5ae6f22,NEXT,chunk:05ba5228e7efb313de34,NEXT,,chunk:3e8b39baeb34a5ae6f22,
chunk:3e8b39baeb34a5ae6f22,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:3e8b39baeb34a5ae6f22,
chunk:05ba5228e7efb313de34,NEXT,chunk:f590624ae7984b6cc0fb,NEXT,,chunk:05ba5228e7efb313de34,
chunk:05ba5228e7efb313de34,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:05ba5228e7efb313de34,
chunk:f590624ae7984b6cc0fb,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:f590624ae7984b6cc0fb,
chunk:8e1598ad041c1773de66,NEXT,chunk:ca35da402fbe5afc5dad,NEXT,,chunk:8e1598ad041c1773de66,
chunk:8e1598ad041c1773de66,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:8e1598ad041c1773de66,
chunk:ca35da402fbe5afc5dad,NEXT,chunk:27ffdb444c7d356c35bb,NEXT,,chunk:ca35da402fbe5afc5dad,
chunk:ca35da402fbe5afc5dad,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:ca35da402fbe5afc5dad,
chunk:27ffdb444c7d356c35bb,NEXT,chunk:6c453f0ccf2c6dd3a5e4,NEXT,,chunk:27ffdb444c7d356c35bb,
chunk:27ffdb444c7d356c35bb,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:27ffdb444c7d356c35bb,
chunk:6c453f0ccf2c6dd3a5e4,NEXT,chunk:9829d67e10512b323c14,NEXT,,chunk:6c453f0ccf2c6dd3a5e4,
chunk:6c453f0ccf2c6dd3a5e4,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:6c453f0ccf2c6dd3a5e4,
chunk:9829d67e10512b323c14,NEXT,chunk:97f1666d7fc38dc58de4,NEXT,,chunk:9829d67e10512b323c14,
chunk:9829d67e10512b323c14,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:9829d67e10512b323c14,
chunk:97f1666d7fc38dc58de4,NEXT,chunk:e56a1e795616f77022e0,NEXT,,chunk:97f1666d7fc38dc58de4,
chunk:97f1666d7fc38dc58de4,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:97f1666d7fc38dc58de4,
chunk:e56a1e795616f77022e0,NEXT,chunk:2693685cae8c18b73e36,NEXT,,chunk:e56a1e795616f77022e0,
chunk:e56a1e795616f77022e0,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:e56a1e795616f77022e0,
chunk:2693685cae8c18b73e36,NEXT,chunk:f7aaa7ae8f37635edb20,NEXT,,chunk:2693685cae8c18b73e36,
chunk:2693685cae8c18b73e36,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:2693685cae8c18b73e36,
chunk:f7aaa7ae8f37635edb20,NEXT,chunk:573cbe5840e083b8a97f,NEXT,,chunk:f7aaa7ae8f37635edb20,
chunk:f7aaa7ae8f37635edb20,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:f7aaa7ae8f37635edb20,
chunk:573cbe5840e083b8a97f,NEXT,chunk:b1c82f058f32ec32a164,NEXT,,chunk:573cbe5840e083b8a97f,
chunk:573cbe5840e083b8a97f,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:573cbe5840e083b8a97f,
chunk:b1c82f058f32ec32a164,NEXT,chunk:425cb279b5e5e127087a,NEXT,,chunk:b1c82f058f32ec32a164,
chunk:b1c82f058f32ec32a164,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:b1c82f058f32ec32a164,
chunk:425cb279b5e5e127087a,NEXT,chunk:bc6f311d903f1be3558d,NEXT,,chunk:425cb279b5e5e127087a,
chunk:425cb279b5e5e127087a,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:425cb279b5e5e127087a,
chunk:bc6f311d903f1be3558d,NEXT,chunk:e77245fcbb833d2a66c7,NEXT,,chunk:bc6f311d903f1be3558d,
chunk:bc6f311d903f1be3558d,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:bc6f311d903f1be3558d,
chunk:e77245fcbb833d2a66c7,NEXT,chunk:4b717f12ade47848dd83,NEXT,,chunk:e77245fcbb833d2a66c7,
chunk:e77245fcbb833d2a66c7,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:e77245fcbb833d2a66c7,
chunk:4b717f12ade47848dd83,NEXT,chunk:c3d84c9aa165148f0554,NEXT,,chunk:4b717f12ade47848dd83,
chunk:4b717f12ade47848dd83,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:4b717f12ade47848dd83,
chunk:c3d84c9aa165148f0554,NEXT,chunk:eb56c083023b0c1fb4c3,NEXT,,chunk:c3d84c9aa165148f0554,
chunk:c3d84c9aa165148f0554,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:c3d84c9aa165148f0554,
chunk:eb56c083023b0c1fb4c3,NEXT,chunk:74c1ac16db8264405715,NEXT,,chunk:eb56c083023b0c1fb4c3,
chunk:eb56c083023b0c1fb4c3,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:eb56c083023b0c1fb4c3,
chunk:74c1ac16db8264405715,NEXT,chunk:49b26b8d420ab5df13fb,NEXT,,chunk:74c1ac16db8264405715,
chunk:74c1ac16db8264405715,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:74c1ac16db8264405715,
chunk:49b26b8d420ab5df13fb,NEXT,chunk:f2cec03815cdd3eab21e,NEXT,,chunk:49b26b8d420ab5df13fb,
chunk:49b26b8d420ab5df13fb,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:49b26b8d420ab5df13fb,
chunk:f2cec03815cdd3eab21e,NEXT,chunk:04abdace34a492269690,NEXT,,chunk:f2cec03815cdd3eab21e,
chunk:f2cec03815cdd3eab21e,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:f2cec03815cdd3eab21e,
chunk:04abdace34a492269690,NEXT,chunk:b076302b6e1f0c4b4815,NEXT,,chunk:04abdace34a492269690,
chunk:04abdace34a492269690,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:04abdace34a492269690,
chunk:b076302b6e1f0c4b4815,NEXT,chunk:7329c444fcf879b74263,NEXT,,chunk:b076302b6e1f0c4b4815,
chunk:b076302b6e1f0c4b4815,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:b076302b6e1f0c4b4815,
chunk:7329c444fcf879b74263,NEXT,chunk:108c9356b72c0293fe91,NEXT,,chunk:7329c444fcf879b74263,
chunk:7329c444fcf879b74263,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:7329c444fcf879b74263,
chunk:108c9356b72c0293fe91,NEXT,chunk:fa005123e30ced3b613e,NEXT,,chunk:108c9356b72c0293fe91,
chunk:108c9356b72c0293fe91,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:108c9356b72c0293fe91,
chunk:fa005123e30ced3b613e,NEXT,chunk:8785affb0487ca0c3875,NEXT,,chunk:fa005123e30ced3b613e,
chunk:fa005123e30ced3b613e,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:fa005123e30ced3b613e,
chunk:8785affb0487ca0c3875,NEXT,chunk:a5db0aa0510541b1760f,NEXT,,chunk:8785affb0487ca0c3875,
chunk:8785affb0487ca0c3875,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:8785affb0487ca0c3875,
chunk:a5db0aa0510541b1760f,PART_OF,document:5d4428463142a9edb432,PART_OF,,chunk:a5db0aa0510541b1760f,
chunk:e9a0dfd8a2a6e0703434,PART_OF,document:30a02485b8655f47b410,PART_OF,,chunk:e9a0dfd8a2a6e0703434,
chunk:8f9fac81fcd638b7155d,NEXT,chunk:b859293319a44e196539,NEXT,,chunk:8f9fac81fcd638b7155d,
chunk:8f9fac81fcd638b7155d,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:8f9fac81fcd638b7155d,
chunk:b859293319a44e196539,NEXT,chunk:a500574816976593d2da,NEXT,,chunk:b859293319a44e196539,
chunk:b859293319a44e196539,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:b859293319a44e196539,
chunk:a500574816976593d2da,NEXT,chunk:2023896099b6e56e0f69,NEXT,,chunk:a500574816976593d2da,
chunk:a500574816976593d2da,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:a500574816976593d2da,
chunk:2023896099b6e56e0f69,NEXT,chunk:e39dc417176bfb33069f,NEXT,,chunk:2023896099b6e56e0f69,
chunk:2023896099b6e56e0f69,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:2023896099b6e56e0f69,
chunk:e39dc417176bfb33069f,NEXT,chunk:6532f7a24add39e41238,NEXT,,chunk:e39dc417176bfb33069f,
chunk:e39dc417176bfb33069f,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:e39dc417176bfb33069f,
chunk:6532f7a24add39e41238,NEXT,chunk:6b39b5f1d7e60b5bd6cb,NEXT,,chunk:6532f7a24add39e41238,
chunk:6532f7a24add39e41238,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:6532f7a24add39e41238,
chunk:6b39b5f1d7e60b5bd6cb,NEXT,chunk:44988fb15b140715e4c9,NEXT,,chunk:6b39b5f1d7e60b5bd6cb,
chunk:6b39b5f1d7e60b5bd6cb,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:6b39b5f1d7e60b5bd6cb,
chunk:44988fb15b140715e4c9,NEXT,chunk:7a2c159ae405493709d2,NEXT,,chunk:44988fb15b140715e4c9,
chunk:44988fb15b140715e4c9,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:44988fb15b140715e4c9,
chunk:7a2c159ae405493709d2,NEXT,chunk:55e58176b66699002b0e,NEXT,,chunk:7a2c159ae405493709d2,
chunk:7a2c159ae405493709d2,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:7a2c159ae405493709d2,
chunk:55e58176b66699002b0e,NEXT,chunk:2aa836fabf309e3b679a,NEXT,,chunk:55e58176b66699002b0e,
chunk:55e58176b66699002b0e,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:55e58176b66699002b0e,
chunk:2aa836fabf309e3b679a,NEXT,chunk:da6fe821a92a0c34d83f,NEXT,,chunk:2aa836fabf309e3b679a,
chunk:2aa836fabf309e3b679a,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:2aa836fabf309e3b679a,
chunk:da6fe821a92a0c34d83f,NEXT,chunk:d90be98858a12bb5a27e,NEXT,,chunk:da6fe821a92a0c34d83f,
chunk:da6fe821a92a0c34d83f,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:da6fe821a92a0c34d83f,
chunk:d90be98858a12bb5a27e,NEXT,chunk:79668b17d4e7c8b83173,NEXT,,chunk:d90be98858a12bb5a27e,
chunk:d90be98858a12bb5a27e,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:d90be98858a12bb5a27e,
chunk:79668b17d4e7c8b83173,NEXT,chunk:504eec7927e59f4515a8,NEXT,,chunk:79668b17d4e7c8b83173,
chunk:79668b17d4e7c8b83173,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:79668b17d4e7c8b83173,
chunk:504eec7927e59f4515a8,NEXT,chunk:5ad37df1e9c643137441,NEXT,,chunk:504eec7927e59f4515a8,
chunk:504eec7927e59f4515a8,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:504eec7927e59f4515a8,
chunk:5ad37df1e9c643137441,NEXT,chunk:22b4b3a353e776d7327f,NEXT,,chunk:5ad37df1e9c643137441,
chunk:5ad37df1e9c643137441,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:5ad37df1e9c643137441,
chunk:22b4b3a353e776d7327f,NEXT,chunk:7bae3abf3ba2b4ae92db,NEXT,,chunk:22b4b3a353e776d7327f,
chunk:22b4b3a353e776d7327f,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:22b4b3a353e776d7327f,
chunk:7bae3abf3ba2b4ae92db,NEXT,chunk:515b8c21452132cb662d,NEXT,,chunk:7bae3abf3ba2b4ae92db,
chunk:7bae3abf3ba2b4ae92db,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:7bae3abf3ba2b4ae92db,
chunk:515b8c21452132cb662d,NEXT,chunk:39e2f2d734ac21549eb3,NEXT,,chunk:515b8c21452132cb662d,
chunk:515b8c21452132cb662d,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:515b8c21452132cb662d,
chunk:39e2f2d734ac21549eb3,NEXT,chunk:2910c8d4ef2b3e271191,NEXT,,chunk:39e2f2d734ac21549eb3,
chunk:39e2f2d734ac21549eb3,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:39e2f2d734ac21549eb3,
chunk:2910c8d4ef2b3e271191,NEXT,chunk:85a90a8139a9aa297c5c,NEXT,,chunk:2910c8d4ef2b3e271191,
chunk:2910c8d4ef2b3e271191,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:2910c8d4ef2b3e271191,
chunk:85a90a8139a9aa297c5c,NEXT,chunk:fe2c450a80df085d1dc8,NEXT,,chunk:85a90a8139a9aa297c5c,
chunk:85a90a8139a9aa297c5c,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:85a90a8139a9aa297c5c,
chunk:fe2c450a80df085d1dc8,NEXT,chunk:e11377132ca1eb77a798,NEXT,,chunk:fe2c450a80df085d1dc8,
chunk:fe2c450a80df085d1dc8,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:fe2c450a80df085d1dc8,
chunk:e11377132ca1eb77a798,NEXT,chunk:3839c26411b08ed19904,NEXT,,chunk:e11377132ca1eb77a798,
chunk:e11377132ca1eb77a798,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:e11377132ca1eb77a798,
chunk:3839c26411b08ed19904,NEXT,chunk:971e008f35d689978b9e,NEXT,,chunk:3839c26411b08ed19904,
chunk:3839c26411b08ed19904,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:3839c26411b08ed19904,
chunk:971e008f35d689978b9e,NEXT,chunk:f32c20145296c464bd5b,NEXT,,chunk:971e008f35d689978b9e,
chunk:971e008f35d689978b9e,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:971e008f35d689978b9e,
chunk:f32c20145296c464bd5b,NEXT,chunk:5d467e5310c097c3f50e,NEXT,,chunk:f32c20145296c464bd5b,
chunk:f32c20145296c464bd5b,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:f32c20145296c464bd5b,
chunk:5d467e5310c097c3f50e,NEXT,chunk:78ad4db938febc282987,NEXT,,chunk:5d467e5310c097c3f50e,
chunk:5d467e5310c097c3f50e,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:5d467e5310c097c3f50e,
chunk:78ad4db938febc282987,NEXT,chunk:5a0b0eeda6fee00664e5,NEXT,,chunk:78ad4db938febc282987,
chunk:78ad4db938febc282987,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:78ad4db938febc282987,
chunk:5a0b0eeda6fee00664e5,NEXT,chunk:d0541d53c44c1fa4d3f5,NEXT,,chunk:5a0b0eeda6fee00664e5,
chunk:5a0b0eeda6fee00664e5,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:5a0b0eeda6fee00664e5,
chunk:d0541d53c44c1fa4d3f5,NEXT,chunk:7be3cb9f2486f0f38968,NEXT,,chunk:d0541d53c44c1fa4d3f5,
chunk:d0541d53c44c1fa4d3f5,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:d0541d53c44c1fa4d3f5,
chunk:7be3cb9f2486f0f38968,NEXT,chunk:659978daa65dc12dee1f,NEXT,,chunk:7be3cb9f2486f0f38968,
chunk:7be3cb9f2486f0f38968,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:7be3cb9f2486f0f38968,
chunk:659978daa65dc12dee1f,NEXT,chunk:7d0d30b0fc704f3affa1,NEXT,,chunk:659978daa65dc12dee1f,
chunk:659978daa65dc12dee1f,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:659978daa65dc12dee1f,
chunk:7d0d30b0fc704f3affa1,NEXT,chunk:3b42a41ec352403cdaa4,NEXT,,chunk:7d0d30b0fc704f3affa1,
chunk:7d0d30b0fc704f3affa1,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:7d0d30b0fc704f3affa1,
chunk:3b42a41ec352403cdaa4,NEXT,chunk:7a5b898a81fb91d4881d,NEXT,,chunk:3b42a41ec352403cdaa4,
chunk:3b42a41ec352403cdaa4,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:3b42a41ec352403cdaa4,
chunk:7a5b898a81fb91d4881d,NEXT,chunk:fbdf4b0fc99c4de3e986,NEXT,,chunk:7a5b898a81fb91d4881d,
chunk:7a5b898a81fb91d4881d,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:7a5b898a81fb91d4881d,
chunk:fbdf4b0fc99c4de3e986,NEXT,chunk:61101b97026fb2babe7a,NEXT,,chunk:fbdf4b0fc99c4de3e986,
chunk:fbdf4b0fc99c4de3e986,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:fbdf4b0fc99c4de3e986,
chunk:61101b97026fb2babe7a,NEXT,chunk:4934ab0aa6b5d2c1cb39,NEXT,,chunk:61101b97026fb2babe7a,
chunk:61101b97026fb2babe7a,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:61101b97026fb2babe7a,
chunk:4934ab0aa6b5d2c1cb39,NEXT,chunk:7c4923739b655a4d7d4b,NEXT,,chunk:4934ab0aa6b5d2c1cb39,
chunk:4934ab0aa6b5d2c1cb39,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:4934ab0aa6b5d2c1cb39,
chunk:7c4923739b655a4d7d4b,NEXT,chunk:c02e8ab573749b82100f,NEXT,,chunk:7c4923739b655a4d7d4b,
chunk:7c4923739b655a4d7d4b,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:7c4923739b655a4d7d4b,
chunk:c02e8ab573749b82100f,NEXT,chunk:b199aa50ef3d4112a153,NEXT,,chunk:c02e8ab573749b82100f,
chunk:c02e8ab573749b82100f,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:c02e8ab573749b82100f,
chunk:b199aa50ef3d4112a153,PART_OF,document:469de5f7bf9c40afb9e6,PART_OF,,chunk:b199aa50ef3d4112a153,
chunk:4dca79f62cf9323e508c,PART_OF,document:bc844c708a58cd976f2c,PART_OF,,chunk:4dca79f62cf9323e508c,
chunk:590e1236f6f00083013f,NEXT,chunk:8a4e998b5057bca2f36c,NEXT,,chunk:590e1236f6f00083013f,
chunk:590e1236f6f00083013f,PART_OF,document:a9737230334e6b8f8dc2,PART_OF,,chunk:590e1236f6f00083013f,
chunk:8a4e998b5057bca2f36c,NEXT,chunk:2b653593429bb9f8f679,NEXT,,chunk:8a4e998b5057bca2f36c,
chunk:8a4e998b5057bca2f36c,PART_OF,document:a9737230334e6b8f8dc2,PART_OF,,chunk:8a4e998b5057bca2f36c,
chunk:2b653593429bb9f8f679,NEXT,chunk:de906c047cd84a2a9fa1,NEXT,,chunk:2b653593429bb9f8f679,
